run_id,scenario,baseline,seed,mean_fatigue,max_fatigue,mean_rula,workload_gini,energy_kwh,energy_per_unit,co2e_kg,scrap_rate,throughput,downtime_hrs,oee,constraint_violations,runtime_sec,demand,good_units,scrap_units,unfinished,maintenance_events,downtime_share,mean_health_end,hc1_breaches,hc3_breaches,mean_cognitive_load,availability,performance,quality_rate,rest_episodes,rest_minutes,hc1_filtered,hc2_filtered,hc3_filtered,hc4_filtered,machine_utilisation,operator_utilisation,deferral_epochs
S1_B1_s00,S1,B1,0,0.6697,1.0,4.9776,0.0129,111.657,1.4888,36.847,0.1733,75,1.25,0.6686,76,0.0254,75,62,13,0,5,0.0312,0.552,41,35,0.5174,0.9688,0.8349,0.8267,0,0.0,0,0,0,0,0.4771,0.7952,0
S1_B1_s01,S1,B1,1,0.653,1.0,4.756,0.011,107.029,1.4271,35.32,0.1467,75,1.25,0.6549,59,0.0241,75,64,11,0,5,0.0312,0.6066,33,26,0.4913,0.9688,0.7923,0.8533,0,0.0,0,0,0,0,0.4775,0.7959,0
S1_B1_s02,S1,B1,2,0.7043,1.0,4.9705,0.0052,118.594,1.5812,39.136,0.1467,75,1.25,0.6667,74,0.0256,75,64,11,0,5,0.0312,0.51,44,30,0.5286,0.9688,0.8065,0.8533,0,0.0,0,0,0,0,0.497,0.8283,0
S1_B1_s03,S1,B1,3,0.7048,1.0,5.033,0.0122,117.049,1.5607,38.626,0.1333,75,1.5,0.6888,90,0.0241,75,65,10,0,6,0.0375,0.7082,48,42,0.5267,0.9625,0.8258,0.8667,0,0.0,0,0,0,0,0.4894,0.8157,0
S1_B1_s04,S1,B1,4,0.6023,1.0,4.6531,0.0041,96.742,1.2899,31.925,0.1333,75,1.25,0.6734,60,0.026,75,65,10,0,5,0.0312,0.6612,33,27,0.4695,0.9688,0.802,0.8667,0,0.0,0,0,0,0,0.4572,0.7619,0
S1_B1_s05,S1,B1,5,0.6387,1.0,4.7584,0.0072,105.974,1.413,34.972,0.08,75,1.25,0.7194,59,0.0246,75,69,6,0,5,0.0312,0.5656,32,27,0.4883,0.9688,0.8072,0.92,0,0.0,0,0,0,0,0.4718,0.7864,0
S1_B1_s06,S1,B1,6,0.6446,1.0,4.7809,0.0048,106.937,1.4258,35.289,0.12,75,1.5,0.6802,60,0.0261,75,66,9,0,6,0.0375,0.7197,30,30,0.5031,0.9625,0.803,0.88,0,0.0,0,0,0,0,0.4774,0.7956,0
S1_B1_s07,S1,B1,7,0.5962,1.0,4.636,0.0059,96.889,1.2919,31.973,0.1067,75,1.25,0.6957,57,0.0263,75,67,8,0,5,0.0312,0.6586,31,26,0.4771,0.9688,0.8039,0.8933,0,0.0,0,0,0,0,0.4571,0.7619,0
S1_B1_s08,S1,B1,8,0.563,1.0,4.5722,0.0097,93.27,1.2436,30.779,0.12,75,1.25,0.7053,57,0.0269,75,66,9,0,5,0.0312,0.7455,30,27,0.4714,0.9688,0.8273,0.88,0,0.0,0,0,0,0,0.4412,0.7353,0
S1_B1_s09,S1,B1,9,0.5705,1.0,4.531,0.0095,93.526,1.247,30.864,0.2267,75,1.25,0.6003,48,0.0258,75,58,17,0,5,0.0312,0.7056,23,25,0.4684,0.9688,0.8013,0.7733,0,0.0,0,0,0,0,0.4493,0.7488,0
S1_B1_s10,S1,B1,10,0.6362,1.0,4.7785,0.0053,103.238,1.3765,34.069,0.12,75,1.25,0.6788,65,0.025,75,66,9,0,5,0.0312,0.6078,30,35,0.4862,0.9688,0.7963,0.88,0,0.0,0,0,0,0,0.4709,0.7849,0
S1_B1_s11,S1,B1,11,0.6112,1.0,4.7112,0.0019,101.236,1.3498,33.408,0.1733,75,1.25,0.6485,58,0.0254,75,62,13,0,5,0.0312,0.6658,30,28,0.4839,0.9688,0.8098,0.8267,0,0.0,0,0,0,0,0.462,0.7701,0
S1_B1_s12,S1,B1,12,0.5693,1.0,4.6188,0.0119,91.379,1.2184,30.155,0.0533,75,1.25,0.7605,60,0.0248,75,71,4,0,5,0.0312,0.7418,33,27,0.4657,0.9688,0.8293,0.9467,0,0.0,0,0,0,0,0.4371,0.7285,0
S1_B1_s13,S1,B1,13,0.6197,1.0,4.7244,0.0048,102.536,1.3671,33.837,0.16,75,1.25,0.6694,66,0.0268,75,63,12,0,5,0.0312,0.5975,36,30,0.4754,0.9688,0.8226,0.84,0,0.0,0,0,0,0,0.462,0.7699,0
S1_B1_s14,S1,B1,14,0.5507,1.0,4.5346,0.0158,88.923,1.1856,29.345,0.0933,75,1.25,0.7245,52,0.0245,75,68,7,0,5,0.0312,0.7422,29,23,0.4674,0.9688,0.8248,0.9067,0,0.0,0,0,0,0,0.4354,0.7257,0
S1_B1_s15,S1,B1,15,0.652,1.0,4.855,0.0039,110.872,1.4783,36.588,0.08,75,1.5,0.71,73,0.0272,75,69,6,0,6,0.0375,0.7135,40,33,0.5079,0.9625,0.8018,0.92,0,0.0,0,0,0,0,0.4833,0.8054,0
S1_B1_s16,S1,B1,16,0.5758,1.0,4.5783,0.0209,95.731,1.2764,31.591,0.1333,75,1.25,0.6891,53,0.0246,75,65,10,0,5,0.0312,0.7088,28,25,0.4672,0.9688,0.8208,0.8667,0,0.0,0,0,0,0,0.4467,0.7446,0
S1_B1_s17,S1,B1,17,0.6973,1.0,4.9312,0.0067,114.26,1.5235,37.706,0.12,75,1.5,0.6717,76,0.0263,75,66,9,0,6,0.0375,0.6541,44,32,0.511,0.9625,0.793,0.88,0,0.0,0,0,0,0,0.496,0.8267,0
S1_B1_s18,S1,B1,18,0.5953,1.0,4.6665,0.0088,99.675,1.329,32.893,0.1467,75,1.25,0.6768,58,0.028,75,64,11,0,5,0.0312,0.6657,28,30,0.4791,0.9688,0.8187,0.8533,0,0.0,0,0,0,0,0.454,0.7566,0
S1_B1_s19,S1,B1,19,0.5587,1.0,4.5324,0.0071,90.964,1.2129,30.018,0.1467,75,1.25,0.6627,45,0.0239,75,64,11,0,5,0.0312,0.7373,21,24,0.4591,0.9688,0.8017,0.8533,0,0.0,0,0,0,0,0.4439,0.7398,0
S1_B1_s20,S1,B1,20,0.5928,1.0,4.6937,0.0167,97.922,1.3056,32.314,0.1067,75,1.25,0.7052,51,0.024,75,67,8,0,5,0.0312,0.674,25,26,0.49,0.9688,0.8148,0.8933,0,0.0,0,0,0,0,0.4561,0.7602,0
S1_B1_s21,S1,B1,21,0.6481,1.0,4.8434,0.0086,103.625,1.3817,34.196,0.16,75,1.5,0.651,72,0.0281,75,63,12,0,6,0.0375,0.7589,39,33,0.4895,0.9625,0.8052,0.84,0,0.0,0,0,0,0,0.4709,0.7849,0
S1_B1_s22,S1,B1,22,0.6598,1.0,4.8514,0.0038,109.094,1.4546,36.001,0.12,75,1.25,0.6989,77,0.0239,75,66,9,0,5,0.0312,0.5797,43,34,0.4982,0.9688,0.8198,0.88,0,0.0,0,0,0,0,0.4727,0.7878,0
S1_B1_s23,S1,B1,23,0.6114,1.0,4.7332,0.0094,101.561,1.3541,33.515,0.08,75,1.25,0.7304,53,0.0258,75,69,6,0,5,0.0312,0.6624,28,25,0.4936,0.9688,0.8196,0.92,0,0.0,0,0,0,0,0.4596,0.766,0
S1_B1_s24,S1,B1,24,0.7178,1.0,4.968,0.0115,117.88,1.5717,38.9,0.0533,75,1.5,0.7111,80,0.0239,75,71,4,0,6,0.0375,0.6735,46,34,0.5185,0.9625,0.7804,0.9467,0,0.0,0,0,0,0,0.5061,0.8435,0
S1_B1_s25,S1,B1,25,0.5965,1.0,4.7264,0.0134,97.426,1.299,32.151,0.2267,75,1.25,0.6099,55,0.0281,75,58,17,0,5,0.0312,0.7004,27,28,0.4791,0.9688,0.8141,0.7733,0,0.0,0,0,0,0,0.4534,0.7557,0
S1_B1_s26,S1,B1,26,0.6759,1.0,4.8919,0.0028,114.616,1.5282,37.823,0.1067,75,1.25,0.709,74,0.0253,75,67,8,0,5,0.0312,0.5198,40,34,0.5064,0.9688,0.8192,0.8933,0,0.0,0,0,0,0,0.4842,0.807,0
S1_B1_s27,S1,B1,27,0.6076,1.0,4.7668,0.0151,100.562,1.3408,33.186,0.12,75,1.25,0.6993,61,0.0249,75,66,9,0,5,0.0312,0.6367,31,30,0.4783,0.9688,0.8203,0.88,0,0.0,0,0,0,0,0.4572,0.7619,0
S1_B1_s28,S1,B1,28,0.5609,1.0,4.5265,0.0117,92.5,1.2333,30.525,0.1333,75,1.25,0.6836,49,0.0257,75,65,10,0,5,0.0312,0.6893,23,26,0.4514,0.9688,0.8142,0.8667,0,0.0,0,0,0,0,0.4442,0.7403,0
S1_B1_s29,S1,B1,29,0.6479,1.0,4.8515,0.0055,107.841,1.4379,35.588,0.0667,75,1.5,0.7451,71,0.0251,75,70,5,0,6,0.0375,0.7373,37,34,0.509,0.9625,0.8294,0.9333,0,0.0,0,0,0,0,0.4702,0.7837,0
S1_B2_s00,S1,B2,0,0.6904,1.0,4.9235,0.0027,112.869,1.5049,37.247,0.16,75,1.5,0.6568,79,0.0254,75,63,12,0,6,0.0375,0.6779,41,38,0.5265,0.9625,0.8123,0.84,0,0.0,0,0,0,0,0.4903,0.8172,0
S1_B2_s01,S1,B2,1,0.654,1.0,4.6101,0.0099,103.92,1.3856,34.294,0.12,75,1.5,0.671,61,0.0256,75,66,9,0,6,0.0375,0.7075,36,25,0.4867,0.9625,0.7922,0.88,0,0.0,0,0,0,0,0.4776,0.796,0
S1_B2_s02,S1,B2,2,0.6959,1.0,4.8635,0.016,115.555,1.5407,38.133,0.2,75,1.75,0.625,68,0.0273,75,60,15,0,7,0.0437,0.7859,39,29,0.5228,0.9563,0.817,0.8,0,0.0,0,0,0,0,0.4906,0.8177,0
S1_B2_s03,S1,B2,3,0.7049,1.0,4.9552,0.0122,117.064,1.5609,38.631,0.1333,75,1.75,0.6843,88,0.0261,75,65,10,0,7,0.0437,0.7844,47,41,0.5269,0.9563,0.8258,0.8667,0,0.0,0,0,0,0,0.4894,0.8157,0
S1_B2_s04,S1,B2,4,0.5764,1.0,4.5167,0.0063,93.332,1.2444,30.8,0.1867,75,1.5,0.6468,58,0.0251,75,61,14,0,6,0.0375,0.8318,31,27,0.4756,0.9625,0.8263,0.8133,0,0.0,0,0,0,0,0.4438,0.7396,0
S1_B2_s05,S1,B2,5,0.6287,1.0,4.6636,0.0049,102.342,1.3646,33.773,0.1733,75,1.5,0.6503,61,0.0255,75,62,13,0,6,0.0375,0.7479,36,25,0.499,0.9625,0.8173,0.8267,0,0.0,0,0,0,0,0.466,0.7766,0
S1_B2_s06,S1,B2,6,0.6024,1.0,4.7519,0.0043,99.341,1.3245,32.782,0.1067,75,1.5,0.74,64,0.0242,75,67,8,0,6,0.0375,0.7907,34,30,0.4996,0.9625,0.8606,0.8933,0,0.0,0,0,0,0,0.4454,0.7424,0
S1_B2_s07,S1,B2,7,0.5814,1.0,4.501,0.0105,95.607,1.2748,31.55,0.16,75,1.5,0.6596,54,0.025,75,63,12,0,6,0.0375,0.8303,24,30,0.4775,0.9625,0.8158,0.84,0,0.0,0,0,0,0,0.4505,0.7508,0
S1_B2_s08,S1,B2,8,0.563,1.0,4.4576,0.0097,91.768,1.2236,30.284,0.1733,75,1.5,0.6583,53,0.0242,75,62,13,0,6,0.0375,0.8797,30,23,0.476,0.9625,0.8273,0.8267,0,0.0,0,0,0,0,0.4412,0.7353,0
S1_B2_s09,S1,B2,9,0.5298,1.0,4.4365,0.0092,86.978,1.1597,28.703,0.1467,75,1.5,0.6924,42,0.027,75,64,11,0,6,0.0375,0.9175,23,19,0.4801,0.9625,0.843,0.8533,0,0.0,0,0,0,0,0.427,0.7117,0
S1_B2_s10,S1,B2,10,0.6356,1.0,4.6991,0.0185,103.478,1.3797,34.148,0.1067,75,1.5,0.6833,59,0.0245,75,67,8,0,6,0.0375,0.7816,30,29,0.4842,0.9625,0.7947,0.8933,0,0.0,0,0,0,0,0.4719,0.7865,0
S1_B2_s11,S1,B2,11,0.6168,1.0,4.6861,0.0085,100.713,1.3428,33.235,0.0933,75,1.5,0.7113,63,0.0247,75,68,7,0,6,0.0375,0.8056,35,28,0.4863,0.9625,0.8151,0.9067,0,0.0,0,0,0,0,0.459,0.765,0
S1_B2_s12,S1,B2,12,0.5651,1.0,4.5712,0.0057,90.589,1.2078,29.894,0.0933,75,1.5,0.7254,59,0.0251,75,68,7,0,6,0.0375,0.8658,32,27,0.4707,0.9625,0.8312,0.9067,0,0.0,0,0,0,0,0.4361,0.7269,0
S1_B2_s13,S1,B2,13,0.6291,1.0,4.6631,0.0056,102.206,1.3627,33.728,0.1733,75,1.5,0.6508,66,0.0266,75,62,13,0,6,0.0375,0.7601,37,29,0.4972,0.9625,0.8179,0.8267,0,0.0,0,0,0,0,0.4646,0.7744,0
S1_B2_s14,S1,B2,14,0.5484,1.0,4.5021,0.0179,88.382,1.1784,29.166,0.0667,75,1.5,0.7426,52,0.024,75,70,5,0,6,0.0375,0.8836,23,29,0.4768,0.9625,0.8267,0.9333,0,0.0,0,0,0,0,0.4345,0.7241,0
S1_B2_s15,S1,B2,15,0.6128,1.0,4.7559,0.0027,105.34,1.4045,34.762,0.12,75,1.5,0.7154,67,0.0264,75,66,9,0,6,0.0375,0.7249,34,33,0.5083,0.9625,0.8446,0.88,0,0.0,0,0,0,0,0.4588,0.7647,0
S1_B2_s16,S1,B2,16,0.5766,1.0,4.5515,0.0113,93.318,1.2442,30.795,0.1467,75,1.5,0.6746,53,0.0241,75,64,11,0,6,0.0375,0.8252,29,24,0.4764,0.9625,0.8214,0.8533,0,0.0,0,0,0,0,0.4464,0.744,0
S1_B2_s17,S1,B2,17,0.6777,1.0,4.8222,0.0072,110.058,1.4674,36.319,0.0933,75,1.5,0.7193,74,0.0246,75,68,7,0,6,0.0375,0.6644,43,31,0.5157,0.9625,0.8242,0.9067,0,0.0,0,0,0,0,0.4772,0.7953,0
S1_B2_s18,S1,B2,18,0.5886,1.0,4.5967,0.0138,96.492,1.2866,31.842,0.0933,75,1.5,0.7201,57,0.0238,75,68,7,0,6,0.0375,0.8397,29,28,0.4878,0.9625,0.8252,0.9067,0,0.0,0,0,0,0,0.4504,0.7507,0
S1_B2_s19,S1,B2,19,0.5522,1.0,4.4784,0.0142,87.918,1.1722,29.013,0.0933,75,1.5,0.7055,38,0.0241,75,68,7,0,6,0.0375,0.8958,20,18,0.4648,0.9625,0.8084,0.9067,0,0.0,0,0,0,0,0.4402,0.7336,0
S1_B2_s20,S1,B2,20,0.591,1.0,4.6619,0.0067,96.627,1.2884,31.887,0.1467,75,1.5,0.6807,58,0.0311,75,64,11,0,6,0.0375,0.8399,30,28,0.4835,0.9625,0.8287,0.8533,0,0.0,0,0,0,0,0.4485,0.7475,0
S1_B2_s21,S1,B2,21,0.6483,1.0,4.7154,0.0086,103.405,1.3787,34.124,0.1733,75,1.5,0.6406,67,0.0273,75,62,13,0,6,0.0375,0.7385,39,28,0.502,0.9625,0.8052,0.8267,0,0.0,0,0,0,0,0.4709,0.7849,0
S1_B2_s22,S1,B2,22,0.6524,1.0,4.7967,0.0043,107.248,1.43,35.392,0.1733,75,1.5,0.6559,71,0.0257,75,62,13,0,6,0.0375,0.722,41,30,0.5052,0.9625,0.8244,0.8267,0,0.0,0,0,0,0,0.4701,0.7834,0
S1_B2_s23,S1,B2,23,0.5944,1.0,4.6986,0.0069,97.279,1.2971,32.102,0.08,75,1.5,0.7411,53,0.0248,75,69,6,0,6,0.0375,0.8289,29,24,0.494,0.9625,0.837,0.92,0,0.0,0,0,0,0,0.45,0.7501,0
S1_B2_s24,S1,B2,24,0.6996,1.0,4.8543,0.0052,114.072,1.521,37.644,0.16,75,1.75,0.6391,72,0.0253,75,63,12,0,7,0.0437,0.836,43,29,0.5136,0.9563,0.7956,0.84,0,0.0,0,0,0,0,0.4965,0.8274,0
S1_B2_s25,S1,B2,25,0.5965,1.0,4.6697,0.0134,95.821,1.2776,31.621,0.12,75,1.5,0.6896,55,0.0245,75,66,9,0,6,0.0375,0.796,27,28,0.4844,0.9625,0.8141,0.88,0,0.0,0,0,0,0,0.4534,0.7557,0
S1_B2_s26,S1,B2,26,0.6782,1.0,4.7805,0.0045,112.644,1.5019,37.173,0.24,75,1.75,0.5926,72,0.0241,75,57,18,0,7,0.0437,0.7912,42,30,0.5135,0.9563,0.8154,0.76,0,0.0,0,0,0,0,0.4865,0.8108,0
S1_B2_s27,S1,B2,27,0.6046,1.0,4.7106,0.0118,100.093,1.3346,33.031,0.12,75,1.5,0.6972,55,0.026,75,66,9,0,6,0.0375,0.7846,29,26,0.4821,0.9625,0.8232,0.88,0,0.0,0,0,0,0,0.4556,0.7593,0
S1_B2_s28,S1,B2,28,0.5717,1.0,4.4414,0.0079,92.355,1.2314,30.477,0.16,75,1.5,0.6605,51,0.0239,75,63,12,0,6,0.0375,0.8525,26,25,0.4663,0.9625,0.817,0.84,0,0.0,0,0,0,0,0.4427,0.7378,0
S1_B2_s29,S1,B2,29,0.643,1.0,4.7602,0.002,106.337,1.4178,35.091,0.0933,75,1.5,0.7317,66,0.0258,75,68,7,0,6,0.0375,0.7506,39,27,0.5085,0.9625,0.8385,0.9067,0,0.0,0,0,0,0,0.4651,0.7752,0
S1_B3_s00,S1,B3,0,0.4843,0.7632,4.2612,0.0797,81.813,1.2587,26.998,0.1231,65,1.0,0.6992,0,0.0517,75,57,8,10,5,0.025,0.6236,0,0,0.4886,0.975,0.8178,0.8769,0,0.0,3668,1645,273,0,0.3954,0.659,10
S1_B3_s01,S1,B3,1,0.4829,0.7713,4.12,0.0675,80.572,1.1677,26.589,0.1159,69,1.25,0.7037,0,0.0465,75,61,8,6,5,0.0312,0.7674,0,0,0.4622,0.9688,0.8216,0.8841,0,0.0,2368,1161,144,0,0.4057,0.6762,8
S1_B3_s02,S1,B3,2,0.4865,0.7693,4.264,0.0513,82.146,1.2638,27.108,0.1846,65,1.25,0.6538,0,0.0496,75,53,12,10,5,0.0312,0.7805,0,0,0.4859,0.9688,0.8277,0.8154,0,0.0,3306,1380,295,0,0.3937,0.6561,10
S1_B3_s03,S1,B3,3,0.434,0.7894,4.0714,0.1115,75.638,1.24,24.961,0.1639,61,1.0,0.6668,0,0.0546,75,51,10,14,4,0.025,0.7256,0,0,0.4768,0.975,0.8181,0.8361,0,0.0,3637,2195,256,0,0.3657,0.6095,8
S1_B3_s04,S1,B3,4,0.4335,0.7899,3.9399,0.0973,72.826,1.071,24.033,0.1765,68,1.0,0.6534,0,0.0476,75,56,12,7,4,0.025,0.7477,0,0,0.4357,0.975,0.8138,0.8235,0,0.0,2334,1375,268,0,0.3861,0.6434,5
S1_B3_s05,S1,B3,5,0.4248,0.7552,3.9201,0.1155,72.533,1.099,23.936,0.1364,66,1.0,0.7075,0,0.0507,75,57,9,9,4,0.025,0.695,0,0,0.4533,0.975,0.8402,0.8636,0,0.0,2809,2276,246,0,0.3729,0.6215,8
S1_B3_s06,S1,B3,6,0.4896,0.7808,4.2161,0.0705,82.022,1.2062,27.067,0.1029,68,1.25,0.704,0,0.044,75,61,7,7,5,0.0312,0.8007,0,0,0.4766,0.9688,0.8102,0.8971,0,0.0,2347,1117,136,0,0.4084,0.6806,8
S1_B3_s07,S1,B3,7,0.4473,0.791,3.9713,0.0581,75.955,1.0851,25.065,0.1143,70,1.25,0.7127,0,0.0479,75,62,8,5,5,0.0312,0.8353,0,0,0.4488,0.9688,0.8306,0.8857,0,0.0,1818,993,193,0,0.3973,0.6622,6
S1_B3_s08,S1,B3,8,0.4715,0.7729,4.0442,0.0584,77.678,1.0941,25.634,0.1408,71,1.25,0.6822,0,0.0388,75,61,10,4,5,0.0312,0.7987,0,0,0.4506,0.9688,0.8196,0.8592,0,0.0,1613,822,171,0,0.4087,0.6812,10
S1_B3_s09,S1,B3,9,0.4664,0.7854,4.0311,0.0716,78.128,1.1004,25.782,0.1408,71,1.25,0.664,0,0.0373,75,61,10,4,5,0.0312,0.8066,0,0,0.4552,0.9688,0.7978,0.8592,0,0.0,1440,817,175,0,0.4137,0.6894,7
S1_B3_s10,S1,B3,10,0.4493,0.7799,4.0568,0.0924,76.691,1.1446,25.308,0.0896,67,1.25,0.7014,0,0.044,75,61,6,8,5,0.0312,0.8511,0,0,0.4557,0.9688,0.7953,0.9104,0,0.0,2381,1300,177,0,0.3961,0.6602,5
S1_B3_s11,S1,B3,11,0.4483,0.7894,4.0379,0.0901,74.332,1.0931,24.529,0.0882,68,1.0,0.7416,0,0.0444,75,62,6,7,4,0.025,0.6848,0,0,0.451,0.975,0.8342,0.9118,0,0.0,2370,1371,151,0,0.3856,0.6427,10
S1_B3_s12,S1,B3,12,0.4769,0.793,4.0704,0.0624,79.456,1.1036,26.221,0.0972,72,1.25,0.7124,0,0.0412,75,65,7,3,5,0.0312,0.7763,0,0,0.4569,0.9688,0.8146,0.9028,0,0.0,1711,938,183,0,0.4174,0.6957,8
S1_B3_s13,S1,B3,13,0.4393,0.775,3.9695,0.1036,74.719,1.1321,24.657,0.1667,66,1.0,0.6646,0,0.0475,75,55,11,9,4,0.025,0.7091,0,0,0.4509,0.975,0.818,0.8333,0,0.0,2942,1745,125,0,0.382,0.6367,7
S1_B3_s14,S1,B3,14,0.4662,0.7863,3.9912,0.0702,77.434,1.0755,25.553,0.0417,72,1.0,0.7644,0,0.0415,75,69,3,3,4,0.025,0.6695,0,0,0.4548,0.975,0.818,0.9583,0,0.0,1865,850,145,0,0.4116,0.6859,9
S1_B3_s15,S1,B3,15,0.453,0.7798,4.0902,0.096,75.085,1.1376,24.778,0.1364,66,0.75,0.7144,0,0.0508,75,57,9,9,3,0.0187,0.5453,0,0,0.461,0.9812,0.843,0.8636,0,0.0,3170,1493,250,0,0.3796,0.6327,10
S1_B3_s16,S1,B3,16,0.4531,0.7953,4.0056,0.0975,75.275,1.0909,24.841,0.1594,69,1.25,0.6598,0,0.0444,75,58,11,6,5,0.0312,0.8452,0,0,0.4554,0.9688,0.8102,0.8406,0,0.0,2177,1119,162,0,0.397,0.6617,8
