run_id,scenario,baseline,seed,mean_fatigue,max_fatigue,mean_rula,workload_gini,energy_kwh,energy_per_unit,co2e_kg,scrap_rate,throughput,downtime_hrs,oee,constraint_violations,runtime_sec,demand,good_units,scrap_units,unfinished,maintenance_events,downtime_share,mean_health_end,hc1_breaches,hc3_breaches,mean_cognitive_load,availability,performance,quality_rate,rest_episodes,rest_minutes,hc1_filtered,hc2_filtered,hc3_filtered,hc4_filtered,machine_utilisation,operator_utilisation,deferral_epochs
S3_B2_s29,S3,B2,29,0.7387,1.0,4.7177,0.002,120.117,1.2778,39.639,0.1064,94,1.75,0.716,80,0.026,94,84,10,0,8,0.0437,0.6943,46,34,0.5007,0.9563,0.8379,0.8936,0,0.0,0,0,0,0,0.5639,0.9398,0
S3_B3_s00,S3,B3,0,0.5154,0.7632,4.2619,0.0474,85.104,1.182,28.084,0.1528,72,4.25,0.617,0,0.0566,94,61,11,22,7,0.1062,0.8049,0,0,0.4754,0.8938,0.8148,0.8472,0,0.0,4450,1858,130,0,0.4296,0.7159,5
S3_B3_s01,S3,B3,1,0.5338,0.7654,4.1407,0.0436,85.271,1.0794,28.14,0.1392,79,1.25,0.6782,0,0.0555,94,68,11,15,6,0.0312,0.6348,0,0,0.4613,0.9688,0.8133,0.8608,0,0.0,3880,1267,231,0,0.457,0.7617,7
S3_B3_s02,S3,B3,2,0.5311,0.7686,4.219,0.0456,85.569,1.1113,28.238,0.1688,77,2.75,0.6264,0,0.0545,94,64,13,17,6,0.0688,0.7062,0,0,0.4729,0.9313,0.8092,0.8312,0,0.0,3376,1496,116,0,0.4511,0.7518,4
S3_B3_s03,S3,B3,3,0.4822,0.7894,4.0838,0.0547,78.759,1.0643,25.991,0.0946,74,1.5,0.7064,0,0.0619,94,67,7,20,6,0.0375,0.6899,0,0,0.4433,0.9625,0.8106,0.9054,0,0.0,4336,2336,214,0,0.4246,0.7077,8
S3_B3_s04,S3,B3,4,0.4604,0.7899,3.9102,0.0635,73.921,0.96,24.394,0.1558,77,4.25,0.6212,0,0.0571,94,65,12,17,7,0.1062,0.9187,0,0,0.4307,0.8938,0.8234,0.8442,0,0.0,3081,1926,266,0,0.42,0.7,8
S3_B3_s05,S3,B3,5,0.4495,0.7597,3.8702,0.0679,72.573,0.9549,23.949,0.0921,76,4.25,0.6753,0,0.0591,94,69,7,18,7,0.1062,0.8748,0,0,0.4312,0.8938,0.8322,0.9079,0,0.0,3057,2562,319,0,0.4116,0.6859,10
S3_B3_s06,S3,B3,6,0.5261,0.7808,4.1998,0.032,84.15,1.0929,27.77,0.1039,77,1.25,0.7052,0,0.0575,94,69,8,17,5,0.0312,0.7068,0,0,0.4681,0.9688,0.8124,0.8961,0,0.0,3747,1268,441,0,0.4473,0.7454,7
S3_B3_s07,S3,B3,7,0.4985,0.791,3.9376,0.0497,80.311,0.9794,26.503,0.1463,82,4.0,0.6284,0,0.0474,94,70,12,12,6,0.1,0.7147,0,0,0.4421,0.9,0.8179,0.8537,0,0.0,2208,1008,197,0,0.4544,0.7574,4
S3_B3_s08,S3,B3,8,0.5206,0.7729,4.0299,0.0356,80.994,0.9642,26.728,0.1429,84,3.0,0.6344,0,0.0454,94,72,12,10,7,0.075,0.8267,0,0,0.4371,0.925,0.8001,0.8571,0,0.0,1888,979,131,0,0.4697,0.7829,5
S3_B3_s09,S3,B3,9,0.5075,0.7854,4.0229,0.0397,80.355,0.9681,26.517,0.1325,83,1.5,0.6759,0,0.0481,94,72,11,11,6,0.0375,0.7464,0,0,0.4431,0.9625,0.8095,0.8675,0,0.0,2037,1315,174,0,0.4602,0.767,5
S3_B3_s10,S3,B3,10,0.5034,0.7799,4.0024,0.0174,80.079,0.9886,26.426,0.0864,81,2.75,0.6963,0,0.0561,94,74,7,13,6,0.0688,0.7378,0,0,0.451,0.9313,0.8185,0.9136,0,0.0,3097,1427,197,0,0.451,0.7517,7
S3_B3_s11,S3,B3,11,0.4708,0.7894,3.9571,0.0561,75.262,0.9527,24.837,0.1139,79,2.75,0.6845,0,0.0552,94,70,9,15,6,0.0688,0.7465,0,0,0.4273,0.9313,0.8296,0.8861,0,0.0,3156,2066,124,0,0.4299,0.7165,9
S3_B3_s12,S3,B3,12,0.5219,0.793,4.0493,0.0367,82.193,0.9903,27.124,0.0482,83,4.25,0.6773,0,0.0446,94,79,4,11,7,0.1062,0.7779,0,0,0.4484,0.8938,0.7961,0.9518,0,0.0,1763,939,130,0,0.47,0.7833,4
S3_B3_s13,S3,B3,13,0.4894,0.7706,4.0043,0.0555,79.791,1.01,26.331,0.1392,79,2.5,0.6424,0,0.0499,94,68,11,15,5,0.0625,0.6796,0,0,0.434,0.9375,0.7961,0.8608,0,0.0,3441,1493,169,0,0.447,0.7449,4
S3_B3_s14,S3,B3,14,0.5088,0.7863,3.9506,0.0492,78.974,0.9291,26.061,0.1059,85,2.75,0.6761,0,0.0439,94,76,9,9,6,0.0688,0.7504,0,0,0.4383,0.9313,0.812,0.8941,0,0.0,2271,1014,172,0,0.467,0.7783,6
S3_B3_s15,S3,B3,15,0.4952,0.7813,4.0245,0.0548,79.095,1.014,26.101,0.1026,78,2.75,0.6993,0,0.0569,94,70,8,16,6,0.0688,0.6679,0,0,0.4435,0.9313,0.8367,0.8974,0,0.0,3595,1893,157,0,0.4342,0.7237,8
S3_B3_s16,S3,B3,16,0.4952,0.7764,3.9682,0.0344,79.374,0.9563,26.193,0.0964,83,3.0,0.6774,0,0.0487,94,75,8,11,7,0.075,0.8065,0,0,0.4355,0.925,0.8104,0.9036,0,0.0,2235,1152,248,0,0.4586,0.7644,3
S3_B3_s17,S3,B3,17,0.478,0.7778,4.0453,0.0721,78.274,1.0722,25.83,0.0548,73,4.25,0.6766,0,0.0613,94,69,4,21,7,0.1062,0.9022,0,0,0.4493,0.8938,0.801,0.9452,0,0.0,4130,2424,305,0,0.4193,0.6988,9
S3_B3_s18,S3,B3,18,0.4947,0.791,3.9484,0.0325,76.814,0.9368,25.349,0.1098,82,2.75,0.6775,0,0.0473,94,73,9,12,6,0.0688,0.684,0,0,0.4354,0.9313,0.8173,0.8902,0,0.0,2460,1368,175,0,0.4487,0.7478,7
S3_B3_s19,S3,B3,19,0.5304,0.7873,4.0334,0.043,81.977,0.9532,27.053,0.0698,86,3.0,0.6985,0,0.0427,94,80,6,8,7,0.075,0.6961,0,0,0.4409,0.925,0.8118,0.9302,0,0.0,1904,878,162,0,0.4763,0.7939,5
S3_B3_s20,S3,B3,20,0.5009,0.791,3.9683,0.0423,78.023,0.9179,25.748,0.1294,85,3.0,0.6608,0,0.046,94,74,11,9,7,0.075,0.8098,0,0,0.4343,0.925,0.8206,0.8706,0,0.0,2229,1263,130,0,0.46,0.7667,5
S3_B3_s21,S3,B3,21,0.4799,0.7686,3.9813,0.0671,80.406,1.0721,26.534,0.1333,75,4.25,0.6189,0,0.0548,94,65,10,19,7,0.1062,0.8564,0,0,0.451,0.8938,0.7991,0.8667,0,0.0,3138,2039,147,0,0.4317,0.7196,4
S3_B3_s22,S3,B3,22,0.5297,0.7767,4.146,0.0389,85.608,1.0975,28.251,0.1923,78,1.5,0.6358,0,0.0568,94,63,15,16,7,0.0375,0.6904,0,0,0.4623,0.9625,0.8178,0.8077,0,0.0,4393,1488,246,0,0.4524,0.7541,8
S3_B3_s23,S3,B3,23,0.5312,0.766,4.146,0.0443,82.874,1.0231,27.348,0.0864,81,1.5,0.7129,0,0.0475,94,74,7,13,6,0.0375,0.8138,0,0,0.456,0.9625,0.8107,0.9136,0,0.0,2301,1357,90,0,0.4605,0.7675,5
S3_B3_s24,S3,B3,24,0.4783,0.7802,4.0551,0.081,79.425,1.059,26.21,0.1333,75,2.5,0.6679,0,0.0641,94,65,10,19,5,0.0625,0.6267,0,0,0.445,0.9375,0.8221,0.8667,0,0.0,4351,2564,117,0,0.4237,0.7062,7
S3_B3_s25,S3,B3,25,0.5376,0.7923,4.1325,0.0255,85.793,1.0337,28.312,0.1446,83,1.5,0.6659,0,0.0468,94,71,12,11,6,0.0375,0.6863,0,0,0.4526,0.9625,0.8087,0.8554,0,0.0,2972,860,115,0,0.474,0.79,6
S3_B3_s26,S3,B3,26,0.4662,0.772,3.9898,0.0678,76.13,1.0151,25.123,0.2133,75,4.0,0.5847,0,0.0574,94,59,16,19,6,0.1,0.7607,0,0,0.4406,0.9,0.8258,0.7867,0,0.0,3759,2259,206,0,0.4178,0.6963,4
S3_B3_s27,S3,B3,27,0.496,0.788,4.0137,0.0404,78.673,0.9959,25.962,0.1139,79,2.5,0.6784,0,0.0539,94,70,9,15,5,0.0625,0.6228,0,0,0.4481,0.9375,0.8167,0.8861,0,0.0,2937,1732,194,0,0.4408,0.7347,6
S3_B3_s28,S3,B3,28,0.4892,0.7726,3.9331,0.0396,77.183,0.9299,25.47,0.1325,83,2.5,0.6659,0,0.0484,94,72,11,11,5,0.0625,0.7438,0,0,0.4293,0.9375,0.8188,0.8675,0,0.0,2371,1137,139,0,0.4519,0.7532,7
S3_B3_s29,S3,B3,29,0.4963,0.7717,4.023,0.0509,79.674,1.0085,26.292,0.0759,79,2.75,0.6976,0,0.0499,94,73,6,15,6,0.0688,0.775,0,0,0.4388,0.9313,0.8107,0.9241,0,0.0,2591,1503,254,0,0.4441,0.7401,5
